request_id,donor_id,notified_at,responded_at,status,response_time_minutes,distance_km,days_since_last_donation,temporal_hour,is_weekend,historical_response_rate
452,1011,2025-11-11 19:56:00,,ignored,,7.52,71,19,0,0.5714
912,3193,2025-11-11 20:21:00,2025-11-11 21:40:00+00:00,accepted,79.0,1.69,122,20,0,0.3192
1191,8952,2025-11-12 00:24:00,,ignored,,3.24,255,0,0,0.5377
89,2215,2025-11-12 01:25:00,2025-11-12 03:37:00+00:00,declined,132.0,5.71,0,1,0,0.3373
1778,409,2025-11-12 03:08:00,,ignored,,15.12,241,3,0,0.4354
2009,8606,2025-11-12 04:03:00,,ignored,,0.42,284,4,0,0.6959
762,1446,2025-11-12 07:24:00,,pending,,20.48,124,7,0,0.057
860,1032,2025-11-12 07:28:00,2025-11-12 09:00:00+00:00,accepted,92.0,1.57,224,7,0,0.3309
2188,4157,2025-11-12 08:38:00,2025-11-12 10:01:00+00:00,accepted,83.0,1.96,127,8,0,0.4767
245,7448,2025-11-12 09:02:00,,ignored,,9.43,183,9,0,0.2599
1289,5815,2025-11-12 09:57:00,2025-11-12 10:57:00+00:00,declined,60.0,2.56,224,9,0,0.2056
948,4351,2025-11-12 11:20:00,,ignored,,13.45,203,11,0,0.3587
2110,9209,2025-11-12 11:45:00,,ignored,,6.51,208,11,0,0.4255
1313,1968,2025-11-12 12:37:00,2025-11-12 14:30:00+00:00,declined,113.0,3.88,248,12,0,0.6106
1413,2281,2025-11-12 13:25:00,2025-11-12 15:15:00+00:00,declined,110.0,0.96,16,13,0,0.1699
1332,2062,2025-11-12 15:04:00,,pending,,6.64,171,15,0,0.2238
69,2205,2025-11-12 17:59:00,2025-11-12 21:23:00+00:00,declined,204.0,11.79,191,17,0,0.4708
12,3821,2025-11-12 18:24:00,,ignored,,6.99,45,18,0,0.6913
896,7313,2025-11-12 18:30:00,,pending,,1.84,175,18,0,0.2412
1813,8661,2025-11-12 19:57:00,2025-11-12 21:11:00+00:00,accepted,74.0,1.67,219,19,0,0.1865
122,4521,2025-11-12 21:07:00,2025-11-12 22:53:00+00:00,accepted,106.0,3.3,120,21,0,0.1215
1064,3361,2025-11-12 21:22:00,2025-11-12 23:11:00+00:00,accepted,109.0,13.27,254,21,0,0.4405
1587,5271,2025-11-13 00:46:00,,ignored,,20.31,260,0,0,0.4247
701,101,2025-11-13 05:56:00,,pending,,1.67,249,5,0,0.3244
2038,2795,2025-11-13 07:08:00,2025-11-13 10:13:00+00:00,declined,185.0,15.68,28,7,0,0.8252
1063,9522,2025-11-13 08:53:00,2025-11-13 10:37:00+00:00,accepted,104.0,9.95,149,8,0,0.3304
1857,6876,2025-11-13 09:43:00,,ignored,,1.68,86,9,0,0.3142
553,3319,2025-11-13 13:24:00,,pending,,1.34,324,13,0,0.1597
2121,4491,2025-11-13 13:47:00,2025-11-13 16:20:00+00:00,declined,153.0,7.78,232,13,0,0.407
1306,2357,2025-11-13 16:44:00,2025-11-13 20:04:00+00:00,declined,200.0,16.29,139,16,0,0.6359
1722,8259,2025-11-13 17:35:00,2025-11-13 21:08:00+00:00,declined,213.0,10.26,0,17,0,0.3348
204,8997,2025-11-13 19:03:00,2025-11-13 22:10:00+00:00,declined,187.0,2.61,253,19,0,0.4673
255,25,2025-11-13 21:39:00,,ignored,,10.61,65,21,0,0.7262
141,5689,2025-11-13 21:49:00,2025-11-13 23:46:00+00:00,declined,117.0,14.31,146,21,0,0.5526
1415,4410,2025-11-13 21:54:00,,ignored,,5.64,264,21,0,0.3866
1457,5297,2025-11-13 22:12:00,,pending,,6.69,280,22,0,0.0431
497,5271,2025-11-13 23:13:00,2025-11-13 23:39:00+00:00,declined,26.0,1.04,76,23,0,0.6953
1414,7405,2025-11-13 23:20:00,2025-11-14 00:30:00+00:00,accepted,70.0,1.7,107,23,0,0.6096
486,4909,2025-11-13 23:27:00,2025-11-14 00:42:00+00:00,declined,75.0,14.03,89,23,0,0.095
1378,8551,2025-11-14 03:19:00,2025-11-14 05:00:00+00:00,declined,101.0,0.22,172,3,0,0.1661
1421,704,2025-11-14 03:44:00,,ignored,,4.17,381,3,0,0.4009
526,5299,2025-11-14 05:41:00,,pending,,9.47,111,5,0,0.2299
281,9820,2025-11-14 07:06:00,,ignored,,5.99,0,7,0,0.5839
1088,4604,2025-11-14 07:30:00,2025-11-14 07:53:00+00:00,declined,23.0,2.03,5,7,0,0.382
1487,7115,2025-11-14 07:37:00,2025-11-14 08:28:00+00:00,declined,51.0,3.55,391,7,0,0.1241
837,4506,2025-11-14 08:00:00,2025-11-14 09:16:00+00:00,accepted,76.0,0.33,254,8,0,0.2516
739,9759,2025-11-14 08:39:00,2025-11-14 10:14:00+00:00,declined,95.0,19.48,224,8,0,0.4829
2004,4429,2025-11-14 10:03:00,2025-11-14 11:18:00+00:00,accepted,75.0,6.17,283,10,0,0.273
50,9677,2025-11-14 12:14:00,,pending,,16.74,228,12,0,0.6004
813,7800,2025-11-14 13:29:00,2025-11-14 15:30:00+00:00,accepted,121.0,14.78,274,13,0,0.3427
1461,9544,2025-11-14 14:00:00,2025-11-14 16:41:00+00:00,declined,161.0,1.35,79,14,0,0.4595
1580,66,2025-11-14 14:17:00,2025-11-14 15:30:00+00:00,accepted,73.0,4.52,210,14,0,0.5443
1237,6905,2025-11-14 14:17:00,2025-11-14 15:38:00+00:00,accepted,81.0,5.24,157,14,0,0.6801
492,2065,2025-11-14 14:46:00,2025-11-14 17:42:00+00:00,declined,176.0,6.13,74,14,0,0.2546
658,5676,2025-11-14 15:13:00,2025-11-14 16:28:00+00:00,accepted,75.0,11.95,205,15,0,0.568
200,3472,2025-11-14 15:32:00,2025-11-14 18:37:00+00:00,declined,185.0,5.58,0,15,0,0.1616
618,2821,2025-11-14 18:23:00,2025-11-14 20:04:00+00:00,accepted,101.0,3.67,259,18,0,0.1348
272,6605,2025-11-14 18:39:00,2025-11-14 22:09:00+00:00,declined,210.0,10.77,309,18,0,0.3431
373,2407,2025-11-14 18:45:00,2025-11-14 20:22:00+00:00,accepted,97.0,2.28,184,18,0,0.138
1665,3438,2025-11-14 20:03:00,2025-11-14 21:51:00+00:00,accepted,108.0,10.3,182,20,0,0.1976
788,2205,2025-11-14 20:31:00,2025-11-14 23:53:00+00:00,declined,202.0,14.46,206,20,0,0.4796
1237,5157,2025-11-14 20:51:00,2025-11-14 22:24:00+00:00,accepted,93.0,13.0,97,20,0,0.4958
1882,9799,2025-11-14 21:53:00,2025-11-14 23:22:00+00:00,accepted,89.0,5.99,139,21,0,0.3436
1410,3248,2025-11-14 22:11:00,2025-11-14 23:17:00+00:00,accepted,66.0,0.98,143,22,0,0.2855
2194,4063,2025-11-14 22:47:00,2025-11-15 00:10:00+00:00,accepted,83.0,3.08,310,22,0,0.1091
2018,9621,2025-11-15 00:11:00,,pending,,10.94,153,0,1,0.4873
1412,3679,2025-11-15 00:46:00,2025-11-15 03:27:00+00:00,declined,161.0,0.82,117,0,1,0.449
1710,8012,2025-11-15 01:51:00,2025-11-15 03:26:00+00:00,accepted,95.0,2.77,202,1,1,0.3462
1943,1517,2025-11-15 01:58:00,2025-11-15 03:32:00+00:00,accepted,94.0,3.59,163,1,1,0.4269
1064,8167,2025-11-15 02:43:00,,pending,,5.56,128,2,1,0.6405
1881,4115,2025-11-15 03:03:00,,ignored,,5.36,139,3,1,0.3937
1641,796,2025-11-15 05:01:00,2025-11-15 06:09:00+00:00,accepted,68.0,7.4,350,5,1,0.5707
1926,2155,2025-11-15 06:42:00,,ignored,,6.43,319,6,1,0.4366
906,9357,2025-11-15 07:11:00,2025-11-15 08:51:00+00:00,accepted,100.0,1.73,230,7,1,0.2641
2149,9643,2025-11-15 07:18:00,,ignored,,14.09,0,7,1,0.4136
1265,4180,2025-11-15 07:21:00,2025-11-15 08:13:00+00:00,accepted,52.0,4.96,190,7,1,0.6641
1081,2932,2025-11-15 08:56:00,,ignored,,11.01,21,8,1,0.3965
207,8407,2025-11-15 09:30:00,,ignored,,7.66,136,9,1,0.4762
1353,7592,2025-11-15 09:30:00,2025-11-15 11:07:00+00:00,declined,97.0,20.35,84,9,1,0.6963
1718,2046,2025-11-15 10:02:00,2025-11-15 12:53:00+00:00,declined,171.0,6.99,337,10,1,0.2031
824,8028,2025-11-15 10:23:00,2025-11-15 11:28:00+00:00,declined,65.0,6.32,0,10,1,0.5982
1301,8431,2025-11-15 11:24:00,,ignored,,2.98,48,11,1,0.2946
841,9414,2025-11-15 12:23:00,,ignored,,6.12,60,12,1,0.5682
295,915,2025-11-15 12:32:00,2025-11-15 14:03:00+00:00,accepted,91.0,1.22,249,12,1,0.1339
1316,188,2025-11-15 15:10:00,,ignored,,5.04,167,15,1,0.037
606,5977,2025-11-15 18:02:00,,ignored,,18.83,283,18,1,0.2931
1365,163,2025-11-15 18:13:00,2025-11-15 19:24:00+00:00,accepted,71.0,5.45,146,18,1,0.4681
1793,3538,2025-11-15 19:09:00,2025-11-15 20:41:00+00:00,accepted,92.0,4.92,230,19,1,0.4189
1072,835,2025-11-15 19:44:00,2025-11-15 20:50:00+00:00,declined,66.0,3.41,116,19,1,0.1093
784,9510,2025-11-15 20:45:00,,ignored,,15.85,168,20,1,0.0952
1067,5096,2025-11-15 21:34:00,2025-11-15 22:57:00+00:00,accepted,83.0,1.56,140,21,1,0.3199
298,1575,2025-11-15 21:46:00,2025-11-15 22:51:00+00:00,accepted,65.0,0.66,118,21,1,0.3815
1503,6040,2025-11-15 21:48:00,2025-11-16 00:56:00+00:00,declined,188.0,13.12,56,21,1,0.7276
336,7140,2025-11-15 23:31:00,,ignored,,5.9,178,23,1,0.351
535,8107,2025-11-16 00:59:00,2025-11-16 02:18:00+00:00,accepted,79.0,2.21,102,0,1,0.5347
1797,1826,2025-11-16 01:51:00,2025-11-16 03:00:00+00:00,accepted,69.0,1.14,188,1,1,0.5684
2039,9231,2025-11-16 05:27:00,2025-11-16 09:00:00+00:00,declined,213.0,10.65,251,5,1,0.2954
818,6079,2025-11-16 07:31:00,,ignored,,1.81,230,7,1,0.5564
1459,9003,2025-11-16 07:43:00,,ignored,,9.92,361,7,1,0.3952
1175,8526,2025-11-16 08:14:00,,ignored,,17.4,72,8,1,0.2353
509,9023,2025-11-16 12:24:00,2025-11-16 13:54:00+00:00,accepted,90.0,4.33,219,12,1,0.328
330,5754,2025-11-16 13:50:00,2025-11-16 16:58:00+00:00,declined,188.0,2.99,94,13,1,0.1535
1825,5487,2025-11-16 14:23:00,2025-11-16 15:34:00+00:00,accepted,71.0,14.06,122,14,1,0.626
1970,8530,2025-11-16 16:17:00,,pending,,5.79,134,16,1,0.3252
118,4142,2025-11-16 16:30:00,,pending,,9.45,178,16,1,0.5071
1361,6394,2025-11-16 17:12:00,,pending,,9.99,279,17,1,0.1523
859,1551,2025-11-16 17:19:00,2025-11-16 18:45:00+00:00,accepted,86.0,4.57,158,17,1,0.4336
128,3628,2025-11-16 17:46:00,2025-11-16 19:08:00+00:00,accepted,82.0,2.32,197,17,1,0.5169
476,759,2025-11-16 19:55:00,2025-11-16 21:09:00+00:00,accepted,74.0,6.05,319,19,1,0.4339
492,1698,2025-11-16 21:09:00,2025-11-17 00:38:00+00:00,declined,209.0,13.25,98,21,1,0.4206
1782,2908,2025-11-17 01:51:00,,ignored,,6.57,162,1,0,0.283
1430,2311,2025-11-17 04:11:00,2025-11-17 06:03:00+00:00,declined,112.0,8.16,173,4,0,0.6043
640,3688,2025-11-17 04:32:00,,pending,,1.98,112,4,0,0.4804
1706,7122,2025-11-17 05:04:00,,ignored,,6.82,144,5,0,0.1775
1338,9465,2025-11-17 05:18:00,,ignored,,3.47,274,5,0,0.2939
4,4614,2025-11-17 05:32:00,2025-11-17 08:20:00+00:00,declined,168.0,3.56,42,5,0,0.5183
1413,1596,2025-11-17 06:03:00,2025-11-17 07:45:00+00:00,accepted,102.0,4.58,118,6,0,0.2165
1084,4375,2025-11-17 06:18:00,,ignored,,22.1,169,6,0,0.5385
529,6915,2025-11-17 09:21:00,,ignored,,5.59,317,9,0,0.1531
1155,9574,2025-11-17 10:55:00,2025-11-17 13:33:00+00:00,declined,158.0,0.85,125,10,0,0.4501
1246,9285,2025-11-17 11:15:00,2025-11-17 12:25:00+00:00,accepted,70.0,1.95,309,11,0,0.6295
1839,4812,2025-11-17 12:22:00,2025-11-17 15:18:00+00:00,declined,176.0,6.96,62,12,0,0.5497
227,3715,2025-11-17 13:14:00,2025-11-17 14:33:00+00:00,accepted,79.0,6.09,209,13,0,0.4512
1780,4346,2025-11-17 14:04:00,2025-11-17 15:03:00+00:00,accepted,59.0,5.15,145,14,0,0.5834
1420,5628,2025-11-17 16:32:00,2025-11-17 17:44:00+00:00,accepted,72.0,13.0,298,16,0,0.5999
1100,1794,2025-11-17 16:48:00,,ignored,,6.5,160,16,0,0.1352
560,6922,2025-11-17 17:07:00,,ignored,,4.84,302,17,0,0.473
2149,342,2025-11-17 17:48:00,2025-11-17 18:53:00+00:00,accepted,65.0,0.22,401,17,0,0.2135
182,1535,2025-11-17 17:56:00,2025-11-17 19:26:00+00:00,declined,90.0,8.76,208,17,0,0.6627
2080,8990,2025-11-17 18:20:00,2025-11-17 21:19:00+00:00,declined,179.0,6.56,90,18,0,0.2732
1125,383,2025-11-17 19:10:00,,ignored,,7.71,2,19,0,0.1586
217,3607,2025-11-17 19:36:00,2025-11-17 21:40:00+00:00,declined,124.0,13.13,201,19,0,0.1688
456,5102,2025-11-17 21:22:00,,ignored,,3.65,113,21,0,0.4463
2124,7774,2025-11-17 22:06:00,2025-11-18 00:15:00+00:00,declined,129.0,12.56,311,22,0,0.7354
706,9176,2025-11-17 22:23:00,2025-11-17 23:30:00+00:00,accepted,67.0,7.28,391,22,0,0.5213
323,7203,2025-11-18 00:29:00,,ignored,,6.26,232,0,0,0.5528
1841,7611,2025-11-18 01:03:00,,pending,,5.86,96,1,0,0.1097
945,6411,2025-11-18 01:27:00,2025-11-18 04:21:00+00:00,declined,174.0,3.72,243,1,0,0.1722
243,4509,2025-11-18 02:00:00,2025-11-18 02:38:00+00:00,declined,38.0,1.57,303,2,0,0.2617
1706,9512,2025-11-18 02:50:00,,pending,,2.02,295,2,0,0.1989
205,3961,2025-11-18 03:34:00,2025-11-18 04:42:00+00:00,declined,68.0,14.76,178,3,0,0.5085
1912,4490,2025-11-18 04:52:00,,ignored,,5.65,197,4,0,0.454
1893,9565,2025-11-18 05:05:00,,ignored,,10.42,151,5,0,0.2632
958,453,2025-11-18 05:08:00,2025-11-18 07:09:00+00:00,declined,121.0,8.86,176,5,0,0.2387
1284,6603,2025-11-18 06:22:00,2025-11-18 07:36:00+00:00,accepted,74.0,3.25,101,6,0,0.4066
77,7700,2025-11-18 07:30:00,2025-11-18 08:54:00+00:00,accepted,84.0,6.12,202,7,0,0.35
30,3140,2025-11-18 09:49:00,,ignored,,5.7,250,9,0,0.3848
1352,2230,2025-11-18 09:53:00,2025-11-18 12:55:00+00:00,declined,182.0,7.12,82,9,0,0.4888
1391,2468,2025-11-18 11:46:00,,ignored,,17.07,112,11,0,0.3792
32,780,2025-11-18 13:19:00,2025-11-18 14:59:00+00:00,accepted,100.0,9.19,161,13,0,0.0692
219,5746,2025-11-18 13:29:00,2025-11-18 14:23:00+00:00,accepted,54.0,1.37,358,13,0,0.6053
79,9862,2025-11-18 14:06:00,2025-11-18 17:42:00+00:00,declined,216.0,12.76,184,14,0,0.258
1103,6850,2025-11-18 14:21:00,2025-11-18 15:47:00+00:00,accepted,86.0,1.06,420,14,0,0.4584
426,2892,2025-11-18 14:29:00,,ignored,,0.95,219,14,0,0.112
1139,3815,2025-11-18 18:13:00,2025-11-18 19:31:00+00:00,accepted,78.0,2.29,195,18,0,0.505
227,3025,2025-11-18 20:21:00,,ignored,,6.44,218,20,0,0.1673
1286,9856,2025-11-18 20:50:00,2025-11-18 22:13:00+00:00,accepted,83.0,1.88,318,20,0,0.3897
504,2906,2025-11-18 22:18:00,2025-11-18 23:31:00+00:00,declined,73.0,4.76,0,22,0,0.1522
1315,5253,2025-11-19 00:15:00,,pending,,11.49,291,0,0,0.3533
1982,1059,2025-11-19 00:48:00,2025-11-19 02:25:00+00:00,accepted,97.0,7.36,155,0,0,0.4581
1233,3206,2025-11-19 01:11:00,2025-11-19 02:34:00+00:00,accepted,83.0,8.55,201,1,0,0.6834
1408,1551,2025-11-19 01:17:00,,pending,,16.82,144,1,0,0.1647
244,897,2025-11-19 02:19:00,,pending,,3.93,101,2,0,0.2401
1721,1603,2025-11-19 03:00:00,2025-11-19 06:34:00+00:00,declined,214.0,11.82,42,3,0,0.5499
114,9278,2025-11-19 03:38:00,,pending,,4.93,202,3,0,0.3108
1744,6664,2025-11-19 03:41:00,2025-11-19 05:15:00+00:00,declined,94.0,9.01,197,3,0,0.183
892,166,2025-11-19 06:25:00,2025-11-19 07:27:00+00:00,declined,62.0,7.25,92,6,0,0.1572
1625,6323,2025-11-19 07:52:00,2025-11-19 10:58:00+00:00,declined,186.0,5.82,181,7,0,0.3299
831,1375,2025-11-19 08:04:00,,ignored,,4.41,158,8,0,0.526
658,5702,2025-11-19 09:46:00,,ignored,,9.12,149,9,0,0.1086
419,6928,2025-11-19 11:35:00,,ignored,,8.88,175,11,0,0.2195
487,5256,2025-11-19 13:44:00,,ignored,,1.46,103,13,0,0.1477
98,3584,2025-11-19 13:54:00,2025-11-19 15:35:00+00:00,accepted,101.0,4.76,231,13,0,0.0943
1591,6171,2025-11-19 14:24:00,2025-11-19 15:09:00+00:00,accepted,45.0,1.92,224,14,0,0.6422
45,296,2025-11-19 16:04:00,2025-11-19 17:45:00+00:00,declined,101.0,21.56,137,16,0,0.3106
1807,6541,2025-11-19 17:01:00,2025-11-19 18:01:00+00:00,declined,60.0,4.91,130,17,0,0.1342
1937,8305,2025-11-19 18:46:00,2025-11-19 19:52:00+00:00,declined,66.0,7.26,40,18,0,0.4509
2018,3957,2025-11-19 19:44:00,,ignored,,2.94,116,19,0,0.2707
191,8112,2025-11-19 20:17:00,2025-11-19 22:55:00+00:00,declined,158.0,9.81,46,20,0,0.0522
102,9574,2025-11-19 21:39:00,,ignored,,2.16,152,21,0,0.2502
136,7322,2025-11-19 22:43:00,2025-11-20 00:07:00+00:00,accepted,84.0,6.85,281,22,0,0.4736
1269,7458,2025-11-20 00:29:00,,ignored,,12.38,186,0,0,0.5113
561,6221,2025-11-20 00:32:00,2025-11-20 01:47:00+00:00,accepted,75.0,9.47,207,0,0,0.3801
5,8469,2025-11-20 00:53:00,2025-11-20 02:55:00+00:00,declined,122.0,1.3,232,0,0,0.5279
1979,6481,2025-11-20 01:20:00,,pending,,4.19,312,1,0,0.1715
957,3739,2025-11-20 02:22:00,2025-11-20 04:33:00+00:00,declined,131.0,6.44,189,2,0,0.209
527,9401,2025-11-20 03:10:00,,ignored,,8.71,23,3,0,0.5808
1697,911,2025-11-20 03:35:00,,ignored,,9.01,160,3,0,0.4905
1516,9881,2025-11-20 05:55:00,,ignored,,18.75,93,5,0,0.0951
1238,2843,2025-11-20 08:24:00,2025-11-20 11:20:00+00:00,declined,176.0,3.48,38,8,0,0.5825
1547,270,2025-11-20 09:16:00,2025-11-20 10:17:00+00:00,declined,61.0,5.94,270,9,0,0.3488
28,2890,2025-11-20 09:25:00,,ignored,,8.4,172,9,0,0.2006
147,8364,2025-11-20 10:06:00,2025-11-20 11:58:00+00:00,declined,112.0,10.4,12,10,0,0.6012
59,8727,2025-11-20 12:52:00,2025-11-20 13:44:00+00:00,declined,52.0,11.48,165,12,0,0.4819
962,9075,2025-11-20 15:53:00,2025-11-20 17:00:00+00:00,accepted,67.0,3.15,329,15,0,0.2776
1396,2437,2025-11-20 16:08:00,2025-11-20 19:07:00+00:00,declined,179.0,0.5,111,16,0,0.2573
2150,7917,2025-11-20 17:13:00,2025-11-20 19:44:00+00:00,declined,151.0,11.53,24,17,0,0.1991
1222,1030,2025-11-20 18:57:00,,ignored,,14.34,127,18,0,0.3232
1813,3897,2025-11-20 21:02:00,,pending,,6.58,133,21,0,0.2861
72,2126,2025-11-20 21:02:00,2025-11-20 23:01:00+00:00,declined,119.0,18.21,83,21,0,0.4455
830,4648,2025-11-20 21:08:00,2025-11-20 21:50:00+00:00,declined,42.0,8.79,37,21,0,0.0413
1386,5697,2025-11-20 23:34:00,,ignored,,4.55,105,23,0,0.4028
911,4465,2025-11-21 00:15:00,2025-11-21 03:25:00+00:00,declined,190.0,24.99,209,0,0,0.1761
454,8686,2025-11-21 02:29:00,,ignored,,10.55,294,2,0,0.3338
1264,2775,2025-11-21 03:00:00,,ignored,,4.63,120,3,0,0.4816
90,6807,2025-11-21 03:30:00,,ignored,,5.8,103,3,0,0.4319
1161,866,2025-11-21 04:53:00,2025-11-21 08:03:00+00:00,declined,190.0,14.68,157,4,0,0.6382
421,6462,2025-11-21 06:25:00,,ignored,,0.2,191,6,0,0.6136
575,9526,2025-11-21 06:35:00,2025-11-21 08:12:00+00:00,accepted,97.0,2.99,182,6,0,0.2978
1965,2157,2025-11-21 09:15:00,2025-11-21 11:19:00+00:00,declined,124.0,10.09,90,9,0,0.4214
1161,9181,2025-11-21 11:58:00,2025-11-21 14:44:00+00:00,declined,166.0,3.54,115,11,0,0.358
265,5240,2025-11-21 15:52:00,,pending,,3.15,334,15,0,0.5936
741,3288,2025-11-21 16:28:00,,ignored,,13.68,270,16,0,0.5034
572,5281,2025-11-21 17:02:00,2025-11-21 18:39:00+00:00,declined,97.0,0.99,120,17,0,0.239
1359,2713,2025-11-21 19:52:00,,ignored,,3.46,176,19,0,0.2464
392,2007,2025-11-21 20:52:00,,ignored,,2.54,109,20,0,0.1331
1761,2038,2025-11-21 23:10:00,2025-11-22 00:41:00+00:00,accepted,91.0,3.27,183,23,0,0.0873
914,748,2025-11-21 23:57:00,,ignored,,1.35,171,23,0,0.4439
832,1719,2025-11-22 01:14:00,,ignored,,28.23,268,1,1,0.4443
439,7596,2025-11-22 01:55:00,2025-11-22 03:33:00+00:00,accepted,98.0,13.42,277,1,1,0.2991
1211,1366,2025-11-22 05:57:00,2025-11-22 06:48:00+00:00,declined,51.0,3.46,206,5,1,0.0861
1988,9394,2025-11-22 12:50:00,2025-11-22 14:29:00+00:00,accepted,99.0,8.65,281,12,1,0.2744
225,9021,2025-11-22 15:47:00,2025-11-22 19:35:00+00:00,declined,228.0,21.9,219,15,1,0.2354
1272,4020,2025-11-22 17:17:00,,ignored,,5.55,228,17,1,0.2897
2100,8193,2025-11-22 23:26:00,2025-11-23 02:02:00+00:00,declined,156.0,3.94,200,23,1,0.2153
1497,5142,2025-11-22 23:48:00,,ignored,,10.22,43,23,1,0.3991
1142,4418,2025-11-23 00:09:00,,ignored,,4.59,136,0,1,0.3916
1780,1705,2025-11-23 01:03:00,2025-11-23 02:26:00+00:00,accepted,83.0,7.86,258,1,1,0.6375
681,6644,2025-11-23 01:09:00,2025-11-23 02:32:00+00:00,accepted,83.0,5.11,197,1,1,0.6313
1785,4590,2025-11-23 02:17:00,,pending,,12.24,135,2,1,0.8247
49,4810,2025-11-23 04:17:00,2025-11-23 05:39:00+00:00,declined,82.0,16.48,76,4,1,0.2209
1519,5829,2025-11-23 04:27:00,2025-11-23 06:26:00+00:00,declined,119.0,9.53,136,4,1,0.1504
2168,1375,2025-11-23 04:43:00,2025-11-23 06:15:00+00:00,declined,92.0,4.84,68,4,1,0.4967
916,8946,2025-11-23 05:15:00,,ignored,,1.25,134,5,1,0.0393
1254,7966,2025-11-23 07:09:00,,ignored,,9.7,198,7,1,0.297
1808,7043,2025-11-23 07:22:00,,ignored,,9.28,287,7,1,0.3342
135,8247,2025-11-23 07:39:00,2025-11-23 09:35:00+00:00,declined,116.0,8.84,108,7,1,0.4072
157,2928,2025-11-23 09:23:00,2025-11-23 10:44:00+00:00,accepted,81.0,1.53,206,9,1,0.4385
1422,8001,2025-11-23 10:01:00,2025-11-23 11:21:00+00:00,accepted,80.0,2.68,197,10,1,0.2935
1198,7555,2025-11-23 10:53:00,,ignored,,8.9,83,10,1,0.2887
269,5317,2025-11-23 12:14:00,2025-11-23 14:56:00+00:00,declined,162.0,5.45,0,12,1,0.5431
1807,783,2025-11-23 12:22:00,2025-11-23 14:02:00+00:00,accepted,100.0,2.28,131,12,1,0.3032
294,3514,2025-11-23 12:24:00,2025-11-23 15:01:00+00:00,declined,157.0,8.46,153,12,1,0.3586
2028,243,2025-11-23 14:45:00,2025-11-23 16:13:00+00:00,accepted,88.0,6.48,156,14,1,0.5683
2068,4802,2025-11-23 16:15:00,2025-11-23 17:50:00+00:00,accepted,95.0,13.69,226,16,1,0.4967
1442,2113,2025-11-23 17:08:00,2025-11-23 18:45:00+00:00,accepted,97.0,7.61,332,17,1,0.5094
916,2997,2025-11-23 18:09:00,2025-11-23 20:42:00+00:00,declined,153.0,4.99,258,18,1,0.3353
1542,7301,2025-11-23 20:15:00,,ignored,,7.19,275,20,1,0.3769
1792,7619,2025-11-23 20:21:00,2025-11-23 21:01:00+00:00,accepted,40.0,1.18,215,20,1,0.5934
1796,5912,2025-11-23 21:26:00,2025-11-23 22:11:00+00:00,declined,45.0,5.49,44,21,1,0.16
933,3417,2025-11-23 22:13:00,,ignored,,3.81,231,22,1,0.3015
1287,9894,2025-11-24 00:51:00,,ignored,,5.64,0,0,0,0.4911
130,9432,2025-11-24 00:52:00,,ignored,,4.03,155,0,0,0.4927
2011,5603,2025-11-24 05:29:00,2025-11-24 07:29:00+00:00,declined,120.0,6.26,145,5,0,0.2195
1027,2527,2025-11-24 05:43:00,,ignored,,2.88,160,5,0,0.3855
175,8821,2025-11-24 07:23:00,2025-11-24 08:42:00+00:00,declined,79.0,4.96,266,7,0,0.5099
273,2868,2025-11-24 07:57:00,2025-11-24 09:40:00+00:00,declined,103.0,4.33,191,7,0,0.382
1754,6322,2025-11-24 08:40:00,2025-11-24 10:20:00+00:00,declined,100.0,8.64,22,8,0,0.6319
397,119,2025-11-24 11:18:00,2025-11-24 14:15:00+00:00,declined,177.0,6.32,205,11,0,0.1647
1102,6856,2025-11-24 11:43:00,2025-11-24 14:47:00+00:00,declined,184.0,1.77,50,11,0,0.4647
850,5566,2025-11-24 13:00:00,2025-11-24 16:24:00+00:00,declined,204.0,11.9,78,13,0,0.522
751,473,2025-11-24 15:36:00,2025-11-24 18:19:00+00:00,declined,163.0,6.27,44,15,0,0.3133
2133,4882,2025-11-24 16:07:00,,ignored,,3.36,251,16,0,0.0958
554,525,2025-11-24 19:05:00,2025-11-24 21:57:00+00:00,declined,172.0,2.11,118,19,0,0.1543
584,7928,2025-11-24 20:10:00,2025-11-24 21:38:00+00:00,accepted,88.0,11.3,275,20,0,0.3899
2034,9895,2025-11-24 22:12:00,2025-11-24 22:56:00+00:00,accepted,44.0,0.38,164,22,0,0.6599
353,893,2025-11-24 22:16:00,,ignored,,12.45,151,22,0,0.4279
292,6689,2025-11-24 23:16:00,2025-11-25 01:26:00+00:00,declined,130.0,5.99,51,23,0,0.6357
1410,5019,2025-11-24 23:44:00,2025-11-25 02:09:00+00:00,declined,145.0,17.34,242,23,0,0.5194
1254,339,2025-11-25 00:11:00,,ignored,,5.04,73,0,0,0.3809
1815,3370,2025-11-25 00:47:00,2025-11-25 01:42:00+00:00,declined,55.0,3.7,37,0,0,0.5864
1965,14,2025-11-25 02:47:00,2025-11-25 03:48:00+00:00,declined,61.0,14.9,126,2,0,0.3289
856,1274,2025-11-25 02:55:00,,ignored,,5.04,191,2,0,0.0961
1979,5338,2025-11-25 04:02:00,2025-11-25 06:17:00+00:00,declined,135.0,8.28,0,4,0,0.1997
169,9940,2025-11-25 04:24:00,,ignored,,5.1,83,4,0,0.7088
1990,9605,2025-11-25 06:04:00,,ignored,,6.78,75,6,0,0.5232
